polarity,word
-2,الوحشية
-2,غلى
-2,انحراف
-2,ندرة
-2,صلابة
-2,تحذير
-2,أمي
-2,اجتياح
-2,عجل
-2,جذري
-2,مفعول
-2,تمسك
-2,عداوة
-2,خضع
-2,تضمين
-2,شكوى
-2,صهر
-2,تناقص
-2,لام
-2,حنان
-2,دخان
-2,خيانة
-2,اتهامات
-2,زمرة
-2,تفاقم
-2,استسلام
-2,غبار
-2,النمطية
-2,أطلال
-2,وهن
-2,اتهام
-2,مأساة
-2,غرض
-2,الخارقة
-2,انهار
-2,مصادرة
-2,يكره
-2,تآكل
-2,انتهاك
-2,غور
-2,صدفة
-2,مجنون
-2,تعقيد
-2,تسلق
-2,برودة
-2,الشكوك
-2,دمار
-2,خلفي
-2,تعذيب
-2,نهب
-2,معلق
-2,قزم
-2,يهرب
-2,وحشية
-2,تساقط
-2,يتدخل
-2,رواسب
-2,منافس
-2,رقاقة
-2,جرم
-2,إخضاع
-2,إبادة
-2,رصيف
-2,تقييد
-2,شلالات
-2,منتشر
-2,بانك
-2,عذاب
-2,فقير
-2,جدال
-2,الجنون
-2,تحريف
-2,قذف
-2,حربي
-2,متواصل
-2,غامض
-2,هدد
-2,جهنم
-2,انحلال
-2,الأذى
-2,اعتداء
-2,توتر
-2,انحدار
-2,التأخير
-2,شلال
-2,دب
-2,تصادم
-2,undefined
-2,جدية
-2,ثقيل
-2,تناقض
-2,انتهاكات
-2,الاستقطاب
-2,مبرر
-2,مجازر
-2,حزن
-2,جنون
-2,إعاقة
-2,كره
-2,سرب
-2,احتكاك
-2,محارب
-2,تصدى
-2,الكفار
-2,غرس
-2,صخري
-2,رطب
-2,نقيض
-2,دعاية
-2,تمزق
-2,تشوه
-2,منحدر
-2,كرب
-2,داكن
-2,تحطيم
-2,تحطمت
-2,إهمال
-2,error
-2,غمر
-2,صحراوي
-2,لعنة
-2,حاصر
-2,تدين
-2,تثبيط
-2,كذب
-2,ساخر
-2,حرج
-2,قرش
-2,خراب
-2,تجفيف
-2,سجين
-2,ممنوع
-2,إبعاد
-2,ألغى
-2,دفاعي
-2,اعترض
-2,break
-2,استسلم
-2,إضعاف
-2,حبس
-2,باهظة
-2,الشذوذ
-2,إنكار
-2,ذنب
-2,بطيء
-2,يفتقر
-2,يضر
-2,تخلف
-2,متقطع
-2,غطت
-2,عابر
-2,هوت
-2,مزمن
-2,شل
-2,الدجال
-2,ينتقد
-2,نقاد
-2,عبء
-2,احتجاج
-2,غيبوبة
-2,الاعتصام
-2,كراهية
-2,نزعة
-2,متعب
-2,الشقوق
-2,عتيق
-2,الساخرة
-2,يعاقب
-2,التخلف
-2,قسوة
-2,عنصرية
-2,الأصولية
-2,أخطأ
-2,إدانة
-2,يخاف
-2,مذنب
-2,جالس
-2,تفاوت
-2,العبث
-3,اغتصاب
-3,وحيدا
-3,فوضى
-3,ضار
-3,أذى
-3,ناقص
-3,كمين
-3,عرضي
-3,خصم
-3,جن
-3,تظاهر
-3,تجميد
-3,المظالم
-3,شطب
-3,بعنف
-3,مجاعة
-3,ناقد
-3,مستحيل
-3,اعتذر
-3,العادم
-3,اشتباك
-3,غليان
-3,إجهاد
-3,نكبة
-3,ذبح
-3,الاهتزاز
-3,أبطأ
-3,يضعف
-3,معاكس
-3,سميك
-3,حطم
-3,لف
-3,سحق
-3,التطرف
-3,يخلط
-3,حرمان
-3,اهتزاز
-3,نكسة
-3,كفاح
-3,عطل
-3,إحراق
-3,الروائح
-3,يبكي
-3,تسلل
-3,تداعيات
-3,اسر
-3,كبح
-3,شيطان
-3,تتحلل
-3,انقسم
-3,الإمبريالية
-3,دموي
-3,سرق
-3,انقلب
-3,تهدم
-3,متطرفة
-3,حيلة
-3,أطاح
-3,تورم
-3,القهري
-3,ذريعة
-3,دمى
-3,خنزير
-3,باطل
-3,إهانة
-3,tank
-3,sin
-3,يتيم
-3,نذير
-3,فخ
-3,عذب
-3,tanks
-3,يشكو
-3,مألوف
